"Udledning af drivhusgasser efter enhed, kilde, drivhusgas, type,"
"branche, område og tid"

" ";" ";" ";" ";" ";" ";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011"
" ";" ";" ";" ";" ";"Ikast-Brande";813;767;716;750;786;653;659;904;919;905;985;824
" ";" ";" ";" ";" ";"Ringkøbing-Skjern";1172;1143;1155;1250;1225;1103;1151;1208;1194;1304;1338;1438
" ";" ";" ";" ";" ";"Hedensted";1604;1629;1554;1685;1285;1408;1497;649;780;820;842;614
" ";" ";" ";" ";" ";"Morsø";764;739;692;665;770;717;818;1048;1139;1203;1213;1551
" ";" ";" ";" ";" ";"Skive";1080;1028;1072;1100;1060;919;918;1077;1066;1203;1348;911
" ";" ";" ";" ";" ";"Thisted";848;802;863;949;1008;845;872;933;930;1109;1122;998
" ";" ";" ";" ";" ";"Viborg";2129;2054;2221;2443;2552;2246;2206;2129;2214;2528;2704;2379
" ";" ";" ";" ";" ";"Brønderslev";601;557;564;600;617;552;497;618;617;654;669;537
" ";" ";" ";" ";" ";"Frederikshavn";1329;1275;1305;1415;1378;1198;1182;1267;1267;1393;1505;1450
" ";" ";" ";" ";" ";"Vesthimmerlands";1590;1578;1520;1679;1643;1563;1803;670;633;848;917;936
" ";" ";" ";" ";" ";"Læsø";50;50;49;54;55;84;65;82;77;63;62;137
" ";" ";" ";" ";" ";"Rebild";320;340;346;354;354;335;426;291;259;329;329;303
" ";" ";" ";" ";" ";"Mariagerfjord";973;959;962;1060;995;837;848;703;838;921;945;817
" ";" ";" ";" ";" ";"Jammerbugt";807;752;819;1251;857;650;734;967;898;942;938;880
" ";" ";" ";" ";" ";"Aalborg";5029;4805;5008;5519;5751;5150;5313;5753;5642;5664;6691;6444
" ";" ";" ";" ";" ";"Hjørring";1716;1677;1691;1878;1734;1641;1804;2021;2038;2152;2231;2095

"Den faktiske udledning af drivhusgasser henfører udledningen til "
"kommuner og regioner, hvor udledningen rent faktisk har fundet sted. "
"I opgørelsen af bruttoudledningen er der korrigeret sådan, at "
"energiforsyningens udledning henføres til de kommuner og regioner, "
"hvor forbruget af deres produkter, fx el og fjernvarme, finder sted.  "
"Udledning pr. indbygger er opgjort i kg. Udledning pr. mio. kr. "
"bruttoværditilvækst er opgjort i ton pr. mio. kr for CO2 og GWP og i "
"kg pr. mio. kr for N2O og CH4. "

"Udledning af drivhusgasser efter enhed, kilde, drivhusgas, type,"
"branche, område og tid"

" ";" ";" ";" ";" ";" ";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011"
"Udledning i ton"
" ";"I alt"
" ";" ";"Lattergas"
" ";" ";" ";"Faktisk udledning"
" ";" ";" ";" ";"Ufordelt udledning"
" ";" ";" ";" ";" ";"København";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Frederiksberg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ballerup";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Brøndby";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Dragør";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Gentofte";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Gladsaxe";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Glostrup";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Herlev";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Albertslund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hvidovre";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Høje-Taastrup";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lyngby-Taarbæk";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Rødovre";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ishøj";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Tårnby";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vallensbæk";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Furesø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Allerød";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Fredensborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Helsingør";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hillerød";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hørsholm";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Rudersdal";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Egedal";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Frederikssund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Greve";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Køge";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Halsnæs";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Roskilde";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Solrød";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Gribskov";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Odsherred";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Holbæk";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Faxe";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Kalundborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ringsted";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Slagelse";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Stevns";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Sorø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lejre";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lolland";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Næstved";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Guldborgsund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vordingborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Bornholm";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Middelfart";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Assens";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Faaborg-Midtfyn";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Kerteminde";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Nyborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Odense";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Svendborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Nordfyns";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Langeland";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ærø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Haderslev";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Billund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Sønderborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Tønder";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Esbjerg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Fanø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Varde";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vejen";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Aabenraa";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Fredericia";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Horsens";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Kolding";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vejle";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Herning";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Holstebro";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lemvig";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Struer";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Syddjurs";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Norddjurs";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Favrskov";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Odder";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Randers";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Silkeborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Samsø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Skanderborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Aarhus";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ikast-Brande";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ringkøbing-Skjern";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hedensted";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Morsø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Skive";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Thisted";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Viborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Brønderslev";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Frederikshavn";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vesthimmerlands";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Læsø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Rebild";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Mariagerfjord";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Jammerbugt";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Aalborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hjørring";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";"Husholdninger"
" ";" ";" ";" ";" ";"København";12;12;11;10;10;9;9;9;13;8;8;8
" ";" ";" ";" ";" ";"Frederiksberg";2;2;2;2;2;2;2;2;2;1;1;1
" ";" ";" ";" ";" ";"Ballerup";2;2;2;2;2;2;2;2;2;2;2;2
" ";" ";" ";" ";" ";"Brøndby";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Dragør";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Gentofte";3;4;3;3;3;3;3;3;4;3;3;3
" ";" ";" ";" ";" ";"Gladsaxe";3;3;3;3;3;2;2;2;3;2;2;2
" ";" ";" ";" ";" ";"Glostrup";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Herlev";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Albertslund";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Hvidovre";2;2;2;2;2;2;2;2;2;2;2;2
" ";" ";" ";" ";" ";"Høje-Taastrup";2;2;2;2;2;2;2;2;2;2;2;2
" ";" ";" ";" ";" ";"Lyngby-Taarbæk";2;2;2;2;2;2;2;2;3;2;2;2
" ";" ";" ";" ";" ";"Rødovre";2;2;1;1;1;1;1;1;2;1;1;1
" ";" ";" ";" ";" ";"Ishøj";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Tårnby";2;2;2;2;2;1;2;2;2;2;2;1
" ";" ";" ";" ";" ";"Vallensbæk";0;0;0;0;0;0;0;1;1;0;0;0
" ";" ";" ";" ";" ";"Furesø";2;2;2;2;2;2;2;2;2;2;2;1
" ";" ";" ";" ";" ";"Allerød";1;1;1;1;1;1;1;1;2;1;1;1
" ";" ";" ";" ";" ";"Fredensborg";2;2;2;2;2;2;2;2;2;2;2;2
" ";" ";" ";" ";" ";"Helsingør";3;3;3;3;3;3;3;3;4;3;3;3
" ";" ";" ";" ";" ";"Hillerød";2;2;2;2;2;2;2;3;3;2;2;2
" ";" ";" ";" ";" ";"Hørsholm";1;1;1;1;1;1;1;1;2;1;1;1
" ";" ";" ";" ";" ";"Rudersdal";3;3;3;3;3;3;3;3;4;3;3;3
" ";" ";" ";" ";" ";"Egedal";2;2;2;2;2;2;2;2;3;2;2;2
" ";" ";" ";" ";" ";"Frederikssund";3;3;3;3;3;3;3;3;4;3;3;2
" ";" ";" ";" ";" ";"Greve";3;3;3;3;3;3;3;3;3;2;2;2
" ";" ";" ";" ";" ";"Køge";3;3;3;3;3;3;3;3;4;3;3;3
" ";" ";" ";" ";" ";"Halsnæs";2;2;2;2;2;2;2;2;2;2;2;1
" ";" ";" ";" ";" ";"Roskilde";4;4;4;4;4;4;4;4;5;4;4;4
" ";" ";" ";" ";" ";"Solrød";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Gribskov";3;3;3;3;3;2;2;3;4;3;3;2
" ";" ";" ";" ";" ";"Odsherred";2;2;2;2;2;2;2;2;4;3;3;2
" ";" ";" ";" ";" ";"Holbæk";5;5;5;5;5;4;4;5;7;5;5;4
" ";" ";" ";" ";" ";"Faxe";2;2;2;2;2;2;2;3;3;3;3;2
" ";" ";" ";" ";" ";"Kalundborg";3;3;3;4;4;4;4;4;5;4;4;3
" ";" ";" ";" ";" ";"Ringsted";2;2;2;2;2;2;2;2;3;2;2;2
" ";" ";" ";" ";" ";"Slagelse";5;5;5;5;5;5;5;5;7;5;5;4
" ";" ";" ";" ";" ";"Stevns";2;2;2;2;2;2;2;2;3;2;2;2
" ";" ";" ";" ";" ";"Sorø";2;2;2;2;2;2;2;2;3;2;2;2
" ";" ";" ";" ";" ";"Lejre";2;2;2;2;2;2;2;2;3;2;2;2
" ";" ";" ";" ";" ";"Lolland";4;4;4;3;3;3;3;3;13;4;4;3
" ";" ";" ";" ";" ";"Næstved";5;5;5;5;5;5;5;5;7;5;5;5
" ";" ";" ";" ";" ";"Guldborgsund";5;5;5;4;5;4;4;5;14;5;5;4
" ";" ";" ";" ";" ";"Vordingborg";3;3;3;3;3;3;3;3;5;3;3;3
" ";" ";" ";" ";" ";"Bornholm";3;3;3;3;3;3;3;3;5;3;4;3
" ";" ";" ";" ";" ";"Middelfart";2;2;2;3;3;3;3;3;3;3;3;2
" ";" ";" ";" ";" ";"Assens";3;3;3;3;3;3;4;4;4;4;4;3
" ";" ";" ";" ";" ";"Faaborg-Midtfyn";4;4;4;5;5;5;5;5;5;5;5;5
" ";" ";" ";" ";" ";"Kerteminde";1;1;1;2;2;2;2;2;2;2;2;2
" ";" ";" ";" ";" ";"Nyborg";2;2;2;2;2;2;2;2;2;2;2;2
" ";" ";" ";" ";" ";"Odense";8;7;8;8;8;8;8;8;8;7;7;7
" ";" ";" ";" ";" ";"Svendborg";4;4;4;4;4;4;4;5;5;4;4;4
" ";" ";" ";" ";" ";"Nordfyns";2;2;2;2;2;2;2;3;3;2;3;2
" ";" ";" ";" ";" ";"Langeland";1;1;1;1;1;1;1;1;2;1;1;1
" ";" ";" ";" ";" ";"Ærø";1;1;1;1;1;1;0;1;1;1;1;1
" ";" ";" ";" ";" ";"Haderslev";4;4;4;4;4;4;4;5;4;4;4;4
" ";" ";" ";" ";" ";"Billund";2;2;2;2;2;2;2;2;2;2;2;2
" ";" ";" ";" ";" ";"Sønderborg";5;5;5;5;5;5;5;5;5;5;5;4
" ";" ";" ";" ";" ";"Tønder";3;3;4;4;4;4;4;4;3;4;4;3
" ";" ";" ";" ";" ";"Esbjerg";6;6;7;7;7;7;7;7;6;6;6;6
" ";" ";" ";" ";" ";"Fanø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Varde";4;4;4;4;4;4;4;4;4;4;4;4
" ";" ";" ";" ";" ";"Vejen";3;3;3;4;3;4;4;4;3;4;4;3
" ";" ";" ";" ";" ";"Aabenraa";4;4;4;4;4;4;4;5;4;4;4;4
" ";" ";" ";" ";" ";"Fredericia";2;2;2;3;3;3;3;3;3;3;2;2
" ";" ";" ";" ";" ";"Horsens";5;5;5;5;5;5;5;6;5;5;5;5
" ";" ";" ";" ";" ";"Kolding";5;5;6;6;6;6;6;6;6;5;5;5
" ";" ";" ";" ";" ";"Vejle";7;7;7;8;8;8;8;8;7;7;7;7
" ";" ";" ";" ";" ";"Herning";5;5;6;6;6;7;7;7;6;6;6;6
" ";" ";" ";" ";" ";"Holstebro";4;4;4;4;4;4;4;4;4;4;4;4
" ";" ";" ";" ";" ";"Lemvig";2;2;2;2;2;2;2;2;2;2;2;2
" ";" ";" ";" ";" ";"Struer";2;2;2;2;2;2;2;2;2;2;2;2
" ";" ";" ";" ";" ";"Syddjurs";3;3;3;3;3;3;4;4;4;4;4;3
" ";" ";" ";" ";" ";"Norddjurs";3;3;3;3;3;3;3;3;4;3;3;3
" ";" ";" ";" ";" ";"Favrskov";3;3;3;3;3;3;4;4;4;3;3;3
" ";" ";" ";" ";" ";"Odder";1;1;1;1;1;1;2;2;2;2;1;1
" ";" ";" ";" ";" ";"Randers";5;5;6;6;6;6;6;6;6;6;6;5
" ";" ";" ";" ";" ";"Silkeborg";6;6;6;6;6;6;6;7;6;6;6;6
" ";" ";" ";" ";" ";"Samsø";0;0;0;0;0;0;0;0;1;0;0;0
" ";" ";" ";" ";" ";"Skanderborg";3;3;4;4;4;4;4;4;4;4;4;3
" ";" ";" ";" ";" ";"Aarhus";12;12;12;12;13;12;12;12;13;11;11;10
" ";" ";" ";" ";" ";"Ikast-Brande";3;3;3;3;3;3;3;3;3;3;3;3
" ";" ";" ";" ";" ";"Ringkøbing-Skjern";4;4;5;5;5;5;5;5;5;5;5;5
" ";" ";" ";" ";" ";"Hedensted";3;3;3;4;4;4;4;4;4;4;4;3
" ";" ";" ";" ";" ";"Morsø";2;2;2;2;2;2;2;2;2;2;2;2
" ";" ";" ";" ";" ";"Skive";4;4;4;4;4;4;4;4;4;4;4;4
" ";" ";" ";" ";" ";"Thisted";4;4;4;5;4;5;5;5;4;4;4;4
" ";" ";" ";" ";" ";"Viborg";6;6;7;7;7;7;7;8;7;7;7;6
" ";" ";" ";" ";" ";"Brønderslev";3;3;3;3;3;3;3;3;3;3;3;3
" ";" ";" ";" ";" ";"Frederikshavn";4;4;4;4;4;4;4;5;4;4;4;4
" ";" ";" ";" ";" ";"Vesthimmerlands";3;3;3;3;3;3;3;4;3;3;4;3
" ";" ";" ";" ";" ";"Læsø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Rebild";2;2;3;3;3;3;3;3;2;3;3;3
" ";" ";" ";" ";" ";"Mariagerfjord";3;3;3;3;3;3;3;4;4;3;3;3
" ";" ";" ";" ";" ";"Jammerbugt";3;3;3;3;3;3;4;4;4;3;3;3
" ";" ";" ";" ";" ";"Aalborg";10;10;10;10;10;10;10;11;11;10;10;9
" ";" ";" ";" ";" ";"Hjørring";5;5;5;6;5;5;6;6;5;5;5;5
" ";" ";" ";" ";"Landbrug, skovbrug og fiskeri"
" ";" ";" ";" ";" ";"København";0;0;0;0;0;0;0;1;1;0;0;0
" ";" ";" ";" ";" ";"Frederiksberg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ballerup";1;1;1;1;2;1;1;1;3;0;1;1
" ";" ";" ";" ";" ";"Brøndby";2;2;1;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Dragør";4;3;3;3;2;3;3;3;2;1;2;2
" ";" ";" ";" ";" ";"Gentofte";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Gladsaxe";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Glostrup";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Herlev";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Albertslund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hvidovre";1;1;1;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Høje-Taastrup";28;27;28;25;27;22;22;25;28;22;24;24
" ";" ";" ";" ";" ";"Lyngby-Taarbæk";1;1;1;1;1;1;1;1;2;0;1;1
" ";" ";" ";" ";" ";"Rødovre";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ishøj";10;10;11;10;10;9;9;9;4;9;7;7
" ";" ";" ";" ";" ";"Tårnby";3;5;5;4;5;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Vallensbæk";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Furesø";5;5;5;5;5;5;4;2;2;1;1;1
" ";" ";" ";" ";" ";"Allerød";21;20;21;20;18;19;18;22;21;30;23;24
" ";" ";" ";" ";" ";"Fredensborg";32;31;28;29;27;25;24;21;15;23;19;19
" ";" ";" ";" ";" ";"Helsingør";22;23;22;19;21;20;19;20;26;23;22;22
" ";" ";" ";" ";" ";"Hillerød";72;70;69;62;63;62;61;62;56;56;56;56
" ";" ";" ";" ";" ";"Hørsholm";2;2;2;1;2;1;1;1;4;2;2;2
" ";" ";" ";" ";" ";"Rudersdal";4;5;5;4;3;3;3;2;2;0;1;1
" ";" ";" ";" ";" ";"Egedal";50;49;51;45;46;45;44;45;37;55;44;45
" ";" ";" ";" ";" ";"Frederikssund";129;125;122;117;119;116;113;100;100;99;95;96
" ";" ";" ";" ";" ";"Greve";31;28;27;28;27;29;28;24;16;20;19;19
" ";" ";" ";" ";" ";"Køge";139;127;133;118;123;128;125;104;76;86;84;86
" ";" ";" ";" ";" ";"Halsnæs";29;30;28;25;26;25;25;25;24;24;23;23
" ";" ";" ";" ";" ";"Roskilde";127;119;114;105;108;105;102;105;116;98;101;103
" ";" ";" ";" ";" ";"Solrød";19;18;19;16;16;16;15;20;33;18;23;23
" ";" ";" ";" ";" ";"Gribskov";99;98;97;88;87;85;83;80;82;62;71;72
" ";" ";" ";" ";" ";"Odsherred";159;155;152;142;140;134;130;136;111;144;125;126
" ";" ";" ";" ";" ";"Holbæk";348;341;341;317;324;316;307;331;357;281;308;312
" ";" ";" ";" ";" ";"Faxe";234;225;232;219;228;223;217;229;261;236;231;234
" ";" ";" ";" ";" ";"Kalundborg";340;327;330;317;332;317;308;322;341;300;306;310
" ";" ";" ";" ";" ";"Ringsted";170;162;159;152;153;145;141;159;100;156;133;134
" ";" ";" ";" ";" ";"Slagelse";350;336;337;314;322;312;303;336;349;311;317;321
" ";" ";" ";" ";" ";"Stevns";183;175;174;158;158;159;154;167;190;147;160;163
" ";" ";" ";" ";" ";"Sorø";158;159;152;140;146;145;141;145;158;159;147;149
" ";" ";" ";" ";" ";"Lejre";143;137;136;127;128;126;123;125;181;125;137;139
" ";" ";" ";" ";" ";"Lolland";543;528;536;515;532;522;507;513;524;495;488;494
" ";" ";" ";" ";" ";"Næstved";430;413;409;380;391;388;377;372;429;384;377;382
" ";" ";" ";" ";" ";"Guldborgsund";486;468;477;452;461;455;442;469;449;431;429;435
" ";" ";" ";" ";" ";"Vordingborg";337;326;327;298;307;300;291;317;317;288;293;297
" ";" ";" ";" ";" ";"Bornholm";330;318;314;288;295;291;282;290;281;290;274;278
" ";" ";" ";" ";" ";"Middelfart";157;149;140;130;142;135;131;152;209;143;160;162
" ";" ";" ";" ";" ";"Assens";283;273;279;259;257;263;256;253;348;267;276;280
" ";" ";" ";" ";" ";"Faaborg-Midtfyn";349;335;330;312;315;311;302;316;299;289;287;291
" ";" ";" ";" ";" ";"Kerteminde";130;127;118;117;117;113;110;126;152;122;127;129
" ";" ";" ";" ";" ";"Nyborg";184;177;177;163;166;165;160;166;141;164;150;152
" ";" ";" ";" ";" ";"Odense";120;116;118;108;114;113;110;120;120;96;107;108
" ";" ";" ";" ";" ";"Svendborg";241;233;229;213;213;210;203;210;167;193;181;184
" ";" ";" ";" ";" ";"Nordfyns";299;294;292;276;285;279;271;270;239;287;254;257
" ";" ";" ";" ";" ";"Langeland";183;176;182;165;168;164;159;160;181;175;164;166
" ";" ";" ";" ";" ";"Ærø";64;61;61;57;57;57;55;55;36;59;48;48
" ";" ";" ";" ";" ";"Haderslev";435;419;419;386;399;391;380;436;425;443;416;421
" ";" ";" ";" ";" ";"Billund";185;184;176;166;173;171;166;160;190;172;167;169
" ";" ";" ";" ";" ";"Sønderborg";369;361;360;341;347;347;336;361;388;333;344;348
" ";" ";" ";" ";" ";"Tønder";482;469;469;434;461;444;431;430;449;369;397;402
" ";" ";" ";" ";" ";"Esbjerg";304;292;286;260;273;256;247;244;234;229;225;228
" ";" ";" ";" ";" ";"Fanø";1;1;1;1;1;1;1;0;0;0;0;0
" ";" ";" ";" ";" ";"Varde";375;366;361;329;348;329;319;338;270;333;300;304
" ";" ";" ";" ";" ";"Vejen";367;370;364;333;355;339;329;346;321;330;318;322
" ";" ";" ";" ";" ";"Aabenraa";377;365;364;334;360;346;336;342;365;313;324;329
" ";" ";" ";" ";" ";"Fredericia";64;64;63;60;60;56;55;71;47;52;54;55
" ";" ";" ";" ";" ";"Horsens";267;262;263;242;254;244;237;245;199;233;216;218
" ";" ";" ";" ";" ";"Kolding";372;368;361;335;352;339;329;322;339;295;304;308
" ";" ";" ";" ";" ";"Vejle";497;490;488;459;473;469;455;442;494;428;434;439
" ";" ";" ";" ";" ";"Herning";554;551;540;493;509;501;486;486;522;486;476;482
" ";" ";" ";" ";" ";"Holstebro";324;327;320;307;316;316;307;312;330;276;292;296
" ";" ";" ";" ";" ";"Lemvig";246;240;234;216;224;226;220;221;236;222;216;219
" ";" ";" ";" ";" ";"Struer";170;165;166;155;162;157;153;173;127;151;144;146
" ";" ";" ";" ";" ";"Syddjurs";326;315;306;284;286;276;268;246;243;253;236;240
" ";" ";" ";" ";" ";"Norddjurs";402;393;382;353;363;360;349;365;375;361;350;355
" ";" ";" ";" ";" ";"Favrskov";362;348;340;318;329;324;314;343;339;305;314;318
